ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
233,Fall_2025,Fall_2025_233,Student,How well does the academic workload challenge you without being overwhelming?,10,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,233,233
233,Fall_2025,Fall_2025_233,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,233,233
233,Fall_2025,Fall_2025_233,Student,How effective are your teachers in helping you understand course material and stay engaged?,6,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,233,233
233,Fall_2025,Fall_2025_233,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,233,233
234,Fall_2025,Fall_2025_234,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,234,234
234,Fall_2025,Fall_2025_234,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,234,234
234,Fall_2025,Fall_2025_234,Student,How satisfied are you with the support and resources available to help you succeed academically?,6,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,234,234
234,Fall_2025,Fall_2025_234,Student,How effective are your teachers in helping you understand course material and stay engaged?,5,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,234,234
234,Fall_2025,Fall_2025_234,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,234,234
235,Fall_2025,Fall_2025_235,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,235,235
235,Fall_2025,Fall_2025_235,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,235,235
235,Fall_2025,Fall_2025_235,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,235,235
235,Fall_2025,Fall_2025_235,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,235,235
235,Fall_2025,Fall_2025_235,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,235,235
236,Fall_2025,Fall_2025_236,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,236,236
236,Fall_2025,Fall_2025_236,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,236,236
236,Fall_2025,Fall_2025_236,Student,How satisfied are you with the support and resources available to help you succeed academically?,6,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,236,236
236,Fall_2025,Fall_2025_236,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,236,236
236,Fall_2025,Fall_2025_236,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,236,236
237,Fall_2025,Fall_2025_237,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,237,237
237,Fall_2025,Fall_2025_237,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,237,237
237,Fall_2025,Fall_2025_237,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,237,237
237,Fall_2025,Fall_2025_237,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,237,237
237,Fall_2025,Fall_2025_237,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,237,237
238,Fall_2025,Fall_2025_238,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,238,238
238,Fall_2025,Fall_2025_238,Student,How well does the academic workload challenge you without being overwhelming?,10,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,238,238
238,Fall_2025,Fall_2025_238,Student,How satisfied are you with the support and resources available to help you succeed academically?,5,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,238,238
238,Fall_2025,Fall_2025_238,Student,How effective are your teachers in helping you understand course material and stay engaged?,3,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,238,238
238,Fall_2025,Fall_2025_238,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,238,238
239,Fall_2025,Fall_2025_239,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,239,239
239,Fall_2025,Fall_2025_239,Student,How well does the academic workload challenge you without being overwhelming?,2,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,239,239
239,Fall_2025,Fall_2025_239,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,239,239
239,Fall_2025,Fall_2025_239,Student,How effective are your teachers in helping you understand course material and stay engaged?,6,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,239,239
239,Fall_2025,Fall_2025_239,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,239,239
240,Fall_2025,Fall_2025_240,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,6,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,240,240
240,Fall_2025,Fall_2025_240,Student,How well does the academic workload challenge you without being overwhelming?,3,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,240,240
240,Fall_2025,Fall_2025_240,Student,How satisfied are you with the support and resources available to help you succeed academically?,6,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,240,240
240,Fall_2025,Fall_2025_240,Student,How effective are your teachers in helping you understand course material and stay engaged?,5,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,240,240
240,Fall_2025,Fall_2025_240,Student,How safe and supported do you feel in your school environment?,6,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,240,240
241,Fall_2025,Fall_2025_241,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,241,241
241,Fall_2025,Fall_2025_241,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,241,241
241,Fall_2025,Fall_2025_241,Student,How satisfied are you with the support and resources available to help you succeed academically?,4,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,241,241
241,Fall_2025,Fall_2025_241,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,241,241
241,Fall_2025,Fall_2025_241,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,241,241
242,Fall_2025,Fall_2025_242,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,5,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,242,242
242,Fall_2025,Fall_2025_242,Student,How well does the academic workload challenge you without being overwhelming?,4,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,242,242
242,Fall_2025,Fall_2025_242,Student,How satisfied are you with the support and resources available to help you succeed academically?,9,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,242,242
242,Fall_2025,Fall_2025_242,Student,How effective are your teachers in helping you understand course material and stay engaged?,9,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,242,242
242,Fall_2025,Fall_2025_242,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,242,242
243,Fall_2025,Fall_2025_243,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,243,243
243,Fall_2025,Fall_2025_243,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,243,243
243,Fall_2025,Fall_2025_243,Student,How satisfied are you with the support and resources available to help you succeed academically?,5,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,243,243
243,Fall_2025,Fall_2025_243,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,243,243
243,Fall_2025,Fall_2025_243,Student,How safe and supported do you feel in your school environment?,7,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,243,243
244,Fall_2025,Fall_2025_244,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,4,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,244,244
244,Fall_2025,Fall_2025_244,Student,How well does the academic workload challenge you without being overwhelming?,3,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,244,244
244,Fall_2025,Fall_2025_244,Student,How satisfied are you with the support and resources available to help you succeed academically?,6,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,244,244
244,Fall_2025,Fall_2025_244,Student,How effective are your teachers in helping you understand course material and stay engaged?,4,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,244,244
244,Fall_2025,Fall_2025_244,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,244,244
245,Fall_2025,Fall_2025_245,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,245,245
245,Fall_2025,Fall_2025_245,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,245,245
245,Fall_2025,Fall_2025_245,Student,How satisfied are you with the support and resources available to help you succeed academically?,9,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,245,245
245,Fall_2025,Fall_2025_245,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,245,245
245,Fall_2025,Fall_2025_245,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,245,245
246,Fall_2025,Fall_2025_246,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,246,246
246,Fall_2025,Fall_2025_246,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,246,246
246,Fall_2025,Fall_2025_246,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,246,246
246,Fall_2025,Fall_2025_246,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,246,246
246,Fall_2025,Fall_2025_246,Student,How safe and supported do you feel in your school environment?,7,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,246,246
247,Fall_2025,Fall_2025_247,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,247,247
247,Fall_2025,Fall_2025_247,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,247,247
247,Fall_2025,Fall_2025_247,Student,How satisfied are you with the support and resources available to help you succeed academically?,10,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,247,247
247,Fall_2025,Fall_2025_247,Student,How effective are your teachers in helping you understand course material and stay engaged?,9,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,247,247
247,Fall_2025,Fall_2025_247,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,247,247
248,Fall_2025,Fall_2025_248,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,5,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,248,248
248,Fall_2025,Fall_2025_248,Student,How well does the academic workload challenge you without being overwhelming?,3,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,248,248
248,Fall_2025,Fall_2025_248,Student,How satisfied are you with the support and resources available to help you succeed academically?,4,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,248,248
248,Fall_2025,Fall_2025_248,Student,How effective are your teachers in helping you understand course material and stay engaged?,3,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,248,248
248,Fall_2025,Fall_2025_248,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,248,248
249,Fall_2025,Fall_2025_249,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,249,249
249,Fall_2025,Fall_2025_249,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,249,249
249,Fall_2025,Fall_2025_249,Student,How satisfied are you with the support and resources available to help you succeed academically?,10,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,249,249
249,Fall_2025,Fall_2025_249,Student,How effective are your teachers in helping you understand course material and stay engaged?,9,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,249,249
249,Fall_2025,Fall_2025_249,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,249,249
250,Fall_2025,Fall_2025_250,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,250,250
250,Fall_2025,Fall_2025_250,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,250,250
250,Fall_2025,Fall_2025_250,Student,How satisfied are you with the support and resources available to help you succeed academically?,6,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,250,250
250,Fall_2025,Fall_2025_250,Student,How effective are your teachers in helping you understand course material and stay engaged?,9,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,250,250
250,Fall_2025,Fall_2025_250,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,250,250
251,Fall_2025,Fall_2025_251,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,251,251
251,Fall_2025,Fall_2025_251,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,251,251
251,Fall_2025,Fall_2025_251,Student,How satisfied are you with the support and resources available to help you succeed academically?,9,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,251,251
251,Fall_2025,Fall_2025_251,Student,How effective are your teachers in helping you understand course material and stay engaged?,10,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,251,251
251,Fall_2025,Fall_2025_251,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,251,251
252,Fall_2025,Fall_2025_252,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,252,252
252,Fall_2025,Fall_2025_252,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,252,252
252,Fall_2025,Fall_2025_252,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,252,252
252,Fall_2025,Fall_2025_252,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,252,252
252,Fall_2025,Fall_2025_252,Student,How safe and supported do you feel in your school environment?,7,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,252,252
253,Fall_2025,Fall_2025_253,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,253,253
253,Fall_2025,Fall_2025_253,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,253,253
253,Fall_2025,Fall_2025_253,Student,How satisfied are you with the support and resources available to help you succeed academically?,4,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,253,253
253,Fall_2025,Fall_2025_253,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,253,253
253,Fall_2025,Fall_2025_253,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,253,253
254,Fall_2025,Fall_2025_254,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,254,254
254,Fall_2025,Fall_2025_254,Student,How well does the academic workload challenge you without being overwhelming?,9,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,254,254
254,Fall_2025,Fall_2025_254,Student,How satisfied are you with the support and resources available to help you succeed academically?,9,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,254,254
254,Fall_2025,Fall_2025_254,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,254,254
254,Fall_2025,Fall_2025_254,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,254,254
255,Fall_2025,Fall_2025_255,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,255,255
255,Fall_2025,Fall_2025_255,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,255,255
255,Fall_2025,Fall_2025_255,Student,How satisfied are you with the support and resources available to help you succeed academically?,6,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,255,255
255,Fall_2025,Fall_2025_255,Student,How effective are your teachers in helping you understand course material and stay engaged?,6,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,255,255
255,Fall_2025,Fall_2025_255,Student,How safe and supported do you feel in your school environment?,6,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,255,255
256,Fall_2025,Fall_2025_256,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,256,256
256,Fall_2025,Fall_2025_256,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,256,256
256,Fall_2025,Fall_2025_256,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,256,256
256,Fall_2025,Fall_2025_256,Student,How effective are your teachers in helping you understand course material and stay engaged?,6,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,256,256
256,Fall_2025,Fall_2025_256,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,256,256
257,Fall_2025,Fall_2025_257,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,257,257
257,Fall_2025,Fall_2025_257,Student,How well does the academic workload challenge you without being overwhelming?,2,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,257,257
257,Fall_2025,Fall_2025_257,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,257,257
257,Fall_2025,Fall_2025_257,Student,How effective are your teachers in helping you understand course material and stay engaged?,5,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,257,257
257,Fall_2025,Fall_2025_257,Student,How safe and supported do you feel in your school environment?,7,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,257,257
258,Fall_2025,Fall_2025_258,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,258,258
258,Fall_2025,Fall_2025_258,Student,How well does the academic workload challenge you without being overwhelming?,8,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,258,258
258,Fall_2025,Fall_2025_258,Student,How satisfied are you with the support and resources available to help you succeed academically?,9,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,258,258
258,Fall_2025,Fall_2025_258,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,258,258
258,Fall_2025,Fall_2025_258,Student,How safe and supported do you feel in your school environment?,8,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,258,258
259,Fall_2025,Fall_2025_259,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,5,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,259,259
259,Fall_2025,Fall_2025_259,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,259,259
259,Fall_2025,Fall_2025_259,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,259,259
259,Fall_2025,Fall_2025_259,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,259,259
259,Fall_2025,Fall_2025_259,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,259,259
260,Fall_2025,Fall_2025_260,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,260,260
260,Fall_2025,Fall_2025_260,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,260,260
260,Fall_2025,Fall_2025_260,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,260,260
260,Fall_2025,Fall_2025_260,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,260,260
260,Fall_2025,Fall_2025_260,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,260,260
261,Fall_2025,Fall_2025_261,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,261,261
261,Fall_2025,Fall_2025_261,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,261,261
261,Fall_2025,Fall_2025_261,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,261,261
261,Fall_2025,Fall_2025_261,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,261,261
261,Fall_2025,Fall_2025_261,Student,How safe and supported do you feel in your school environment?,7,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,261,261
262,Fall_2025,Fall_2025_262,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,262,262
262,Fall_2025,Fall_2025_262,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,262,262
262,Fall_2025,Fall_2025_262,Student,How satisfied are you with the support and resources available to help you succeed academically?,5,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,262,262
262,Fall_2025,Fall_2025_262,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,262,262
262,Fall_2025,Fall_2025_262,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,262,262
